Total,0-4,5-9,10-14,15-19,15-17,18-19,20-24,25-29,30-39,40-49,50-59,60-69,70+
44411238,2467570,2775377,2732216,2857669,1707409,1150260,3210836,3306143,7039945,6793597,5577317,4266063,3384505
